,year,doy,hourmin,temperature,humidity,pressure,wind,firecount
458,2014,260,2000,305.08,56.0,1021.0,2.0,F
459,2017,38,600,287.97,82.0,1021.0,2.0,F
460,2015,331,1900,287.63,48.0,1017.0,1.0,F
461,2016,63,2000,293.31,65.0,1023.0,2.0,F
462,2017,314,1100,284.59,87.0,1016.0,0.0,F
463,2012,294,2300,295.1,73.0,1013.0,4.0,F
464,2016,70,2100,294.23,63.0,1017.0,4.0,F
465,2014,206,700,294.1,83.0,1012.0,4.0,F
466,2017,289,1700,298.05,29.0,1018.0,1.0,F
467,2015,4,700,270.89,74.0,1039.0,1.0,F
468,2016,53,1100,279.98,86.0,1023.0,1.0,F
469,2016,114,2000,293.48,56.0,1018.0,5.0,F
470,2013,206,1100,291.13,77.0,1015.0,2.0,F
471,2017,245,500,299.07,73.0,1009.0,0.0,F
472,2016,13,300,286.3,54.0,1022.0,2.0,F
473,2012,295,900,292.08,82.0,1013.0,2.0,F
474,2016,363,2300,295.32,23.0,1019.0,0.0,F
475,2013,234,1900,299.68,48.0,1011.0,1.0,T
476,2015,70,2300,295.27,42.0,1031.0,2.0,F
477,2017,280,1800,301.0,19.0,1011.0,0.0,F
478,2016,33,1100,277.39,99.0,1023.0,1.0,F
479,2016,38,2300,298.33,14.0,1018.0,4.0,F
480,2015,201,100,297.17,94.0,1017.0,1.0,F
481,2015,54,900,283.88,98.0,1025.0,3.0,F
482,2014,201,1900,297.95,60.0,1017.0,4.0,F
483,2017,117,1800,291.65,77.0,1011.0,3.0,F
484,2014,153,100,296.48,72.0,1009.0,1.0,F
