,year,doy,hourmin,temperature,humidity,pressure,wind,firecount
28946,2016,27,0,287.69,51.0,1025.0,3.0,F
24551,2015,208,2100,304.86,70.0,1006.0,4.0,F
39320,2017,93,700,288.79,78.0,1014.0,3.0,F
26536,2015,291,1400,287.21,90.0,1019.0,1.0,F
43279,2017,258,700,289.32,77.0,1013.0,9.0,F
13138,2014,96,1600,286.62,74.0,1009.0,1.0,F
24238,2015,195,2000,296.06,72.0,1014.0,9.0,T
24635,2015,212,900,290.09,87.0,1016.0,5.0,F
35566,2016,302,2100,289.36,98.0,1017.0,2.0,F
42752,2017,236,800,288.97,93.0,1014.0,1.0,F
16868,2014,253,1800,291.26,83.0,1026.0,1.0,F
30668,2016,98,1800,291.35,34.0,1011.0,3.0,F
4578,2013,102,1800,288.78,81.0,1018.0,6.0,F
22950,2015,142,400,285.58,95.0,1027.0,3.0,F
42353,2017,219,1600,290.15,82.0,1015.0,3.0,F
22060,2015,105,200,287.32,66.0,1038.0,5.0,F
34286,2016,249,1300,284.91,76.0,1010.0,2.0,F
19859,2015,13,900,282.59,95.0,1036.0,1.0,F
38759,2017,69,2200,292.54,72.0,1021.0,2.0,F
21715,2015,90,1700,288.05,82.0,1034.0,5.0,F
6411,2013,180,1300,289.05,98.0,1016.0,2.0,T
37155,2017,3,200,282.92,87.0,1010.0,3.0,F
8640,2013,273,1000,290.22,90.0,1016.0,1.0,F
9401,2013,305,300,286.19,83.0,1032.0,1.0,F
31385,2016,128,1500,286.67,87.0,1014.0,3.0,F
35298,2016,291,1700,289.14,95.0,1023.0,1.0,F
26486,2015,289,1200,288.68,83.0,1014.0,3.0,F
9730,2013,318,2000,290.24,98.0,1017.0,0.0,F
6082,2013,166,2000,300.7,61.0,1014.0,1.0,F
40647,2017,148,1400,285.97,93.0,1015.0,4.0,F
24447,2015,204,1300,288.62,77.0,1014.0,4.0,F
7595,2013,229,2100,295.78,45.0,1013.0,2.0,T
11258,2014,18,400,293.5,55.0,1019.0,1.0,F
10944,2014,4,1200,280.16,55.0,1013.0,1.0,F
40120,2017,126,1500,284.76,66.0,1010.0,9.0,F
29189,2016,37,300,284.82,81.0,1029.0,2.0,F
35283,2016,291,200,288.75,96.0,1012.0,7.0,F
32510,2016,175,1200,283.99,85.0,1015.0,1.0,F
33998,2016,237,1300,287.33,87.0,1019.0,3.0,F
34483,2016,257,1800,291.63,82.0,1014.0,6.0,F
34063,2016,240,600,289.47,72.0,1015.0,5.0,F
40812,2017,155,1100,286.59,71.0,1013.0,3.0,F
32151,2016,160,1300,286.72,85.0,1012.0,0.0,F
25928,2015,266,600,287.03,77.0,1016.0,5.0,F
7622,2013,231,0,296.21,90.0,1013.0,2.0,F
35899,2016,316,1800,290.68,82.0,1018.0,2.0,F
8471,2013,266,900,287.1,88.0,1018.0,3.0,F
8768,2013,278,1800,298.75,19.0,1021.0,1.0,F
29168,2016,36,600,281.37,95.0,1029.0,1.0,F
20796,2015,52,1000,282.33,100.0,1027.0,1.0,F
19441,2014,360,2300,285.31,87.0,1035.0,6.0,F
21868,2015,97,200,285.62,76.0,1025.0,6.0,F
3808,2013,70,500,283.92,71.0,1026.0,4.0,F
18109,2014,305,1100,286.05,100.0,1021.0,4.0,F
30310,2016,83,2000,289.05,73.0,1033.0,1.0,F
33328,2016,209,1500,292.11,77.0,1013.0,5.0,F
26918,2015,307,1200,283.46,88.0,1018.0,5.0,F
25789,2015,260,1100,287.44,87.0,1017.0,3.0,F
40489,2017,142,0,301.53,83.0,1009.0,2.0,F
12476,2014,69,0,294.62,78.0,1012.0,3.0,F
34526,2016,259,1300,285.75,87.0,1018.0,4.0,F
27746,2015,342,0,288.03,57.0,1022.0,1.0,F
29178,2016,36,1600,276.84,51.0,1032.0,2.0,F
8536,2013,269,200,288.9,82.0,1010.0,9.0,F
24466,2015,205,800,288.5,82.0,1018.0,2.0,F
41157,2017,169,2000,305.89,83.0,1011.0,9.0,F
28645,2016,14,1100,279.39,92.0,1027.0,1.0,F
19027,2014,343,1700,287.16,94.0,1035.0,1.0,F
41979,2017,204,200,302.82,33.0,1010.0,4.0,F
2532,2013,16,100,281.88,31.0,1029.0,0.0,F
38056,2017,40,1500,289.92,72.0,1013.0,6.0,F
23751,2015,175,1300,283.88,100.0,1018.0,2.0,T
3432,2013,54,900,278.87,70.0,1022.0,0.0,F
33199,2016,204,600,287.95,77.0,1020.0,4.0,F
41720,2017,193,700,289.77,94.0,1012.0,2.0,F
22429,2015,120,1100,282.72,96.0,1024.0,1.0,F
8029,2013,247,2300,299.79,55.0,1013.0,4.0,F
34646,2016,264,1300,287.88,88.0,1013.0,0.0,F
32609,2016,179,1500,291.51,76.0,1017.0,6.0,F
34932,2016,276,1100,284.32,84.0,1015.0,3.0,F
11091,2014,10,1900,285.62,74.0,1026.0,1.0,F
11660,2014,34,2300,285.5,54.0,1017.0,10.0,F
20495,2015,39,2100,288.38,93.0,1024.0,8.0,F
33391,2016,212,600,290.9,83.0,1008.0,3.0,F
6420,2013,180,2200,304.41,32.0,1012.0,2.0,F
8124,2013,251,2200,300.96,77.0,1010.0,1.0,F
13063,2014,93,1300,280.57,87.0,1019.0,2.0,F
28700,2016,16,1800,285.61,97.0,1013.0,3.0,F
38191,2017,46,600,283.35,92.0,1024.0,0.0,F
