,year,doy,hourmin,temperature,humidity,pressure,wind,firecount
337,2017,146,100,292.91,52.0,1011.0,4.0,F
338,2015,282,300,298.53,61.0,1013.0,1.0,F
339,2014,298,800,284.74,65.0,1028.0,0.0,F
340,2016,154,1600,295.36,77.0,1015.0,3.0,F
341,2017,72,300,291.16,93.0,1016.0,2.0,F
342,2017,318,1900,293.68,40.0,1019.0,1.0,F
343,2014,342,600,282.44,84.0,1033.0,0.0,F
344,2012,290,300,296.27,46.0,1014.0,2.0,F
345,2014,225,800,291.23,76.0,1027.0,0.0,F
346,2012,290,500,294.98,53.0,1014.0,0.0,F
347,2014,185,1800,299.51,56.0,1013.0,1.0,F
348,2016,206,2200,306.16,31.0,1013.0,1.0,F
349,2014,85,1500,285.59,76.0,1014.0,0.0,F
350,2017,277,1100,288.92,93.0,1015.0,1.0,F
351,2012,290,1000,291.74,63.0,1013.0,0.0,F
352,2017,300,500,295.76,43.0,1012.0,0.0,F
353,2012,290,1200,290.91,63.0,1013.0,0.0,F
354,2015,71,2100,294.4,46.0,1031.0,1.0,F
355,2012,290,1400,291.27,59.0,1013.0,0.0,F
356,2017,62,400,291.44,59.0,1018.0,0.0,F
357,2016,155,1700,298.91,72.0,1016.0,1.0,F
358,2013,333,1100,285.69,82.0,1018.0,1.0,F
359,2017,28,700,284.23,57.0,1031.0,1.0,F
360,2016,185,900,290.1,77.0,1017.0,0.0,F
361,2015,100,200,288.51,34.0,1026.0,1.0,F
362,2014,228,400,296.26,62.0,1026.0,0.0,F
363,2014,225,1400,291.53,79.0,1027.0,1.0,F
364,2016,112,1400,287.41,63.0,1012.0,1.0,F
365,2013,182,1300,298.95,36.0,1005.0,0.0,F
366,2012,291,200,297.18,41.0,1011.0,0.0,F
367,2014,160,600,291.53,82.0,1009.0,1.0,F
368,2016,328,1300,283.4,81.0,1020.0,0.0,F
369,2017,132,200,294.04,45.0,1021.0,3.0,F
370,2016,309,300,295.08,46.0,1016.0,1.0,F
371,2014,283,800,284.62,91.0,1026.0,0.0,F
372,2017,72,0,296.92,68.0,1015.0,3.0,F
373,2016,216,2000,304.27,40.0,1012.0,1.0,F
374,2016,211,2300,306.03,61.0,1009.0,5.0,F
375,2015,228,1400,294.92,88.0,1012.0,1.0,F
376,2017,298,1600,295.32,30.0,1013.0,0.0,F
377,2014,121,1100,289.33,14.0,1031.0,2.0,F
378,2016,359,1400,282.73,76.0,1008.0,1.0,F
379,2013,316,1300,287.12,35.0,1019.0,0.0,F
380,2016,16,2200,290.66,77.0,1020.0,2.0,F
381,2017,192,1100,294.07,83.0,1013.0,0.0,F
382,2015,132,2300,293.12,50.0,1023.0,1.0,F
383,2015,45,1800,289.61,35.0,1031.0,1.0,F
384,2014,46,2300,296.26,43.0,1015.0,0.0,F
385,2015,282,400,297.31,64.0,1013.0,1.0,F
386,2013,328,1600,282.78,85.0,1020.0,1.0,F
387,2014,35,300,284.66,62.0,1014.0,0.0,F
388,2014,306,1400,276.73,89.0,1030.0,1.0,F
389,2013,217,300,291.51,79.0,1014.0,1.0,F
390,2012,292,600,293.52,73.0,1007.0,0.0,F
391,2017,66,1400,280.8,79.0,1022.0,1.0,F
392,2014,235,2200,299.07,44.0,1025.0,1.0,F
393,2014,245,1200,289.31,77.0,1023.0,0.0,F
394,2017,31,1300,283.08,66.0,1020.0,1.0,F
395,2015,319,500,283.28,51.0,1019.0,0.0,F
396,2015,313,1200,286.14,68.0,1015.0,1.0,T
397,2014,264,300,293.23,72.0,1025.0,0.0,F
398,2017,63,1800,290.15,55.0,1018.0,2.0,F
399,2016,163,1100,289.08,89.0,1013.0,0.0,F
400,2016,201,400,305.09,24.0,961.0,1.0,F
401,2014,160,1400,289.24,95.0,998.0,0.0,F
402,2016,242,400,296.19,68.0,1014.0,2.0,F
403,2017,322,2200,297.4,33.0,1019.0,1.0,F
404,2015,70,2200,292.58,43.0,1032.0,1.0,F
405,2013,292,1800,297.57,14.0,1016.0,1.0,F
406,2016,217,1100,292.13,81.0,1011.0,0.0,F
407,2013,233,2300,303.08,37.0,1011.0,2.0,F
408,2015,349,1500,277.95,41.0,1016.0,1.0,F
409,2017,227,500,293.09,88.0,1012.0,2.0,F
410,2015,8,900,282.65,60.0,1032.0,1.0,F
411,2013,238,1900,301.21,43.0,1012.0,2.0,F
412,2016,306,2000,292.34,63.0,1017.0,2.0,F
413,2016,16,1400,282.68,77.0,1025.0,1.0,F
414,2014,61,1900,286.0,77.0,1021.0,2.0,F
415,2014,55,2100,294.82,49.0,1014.0,2.0,F
416,2015,166,1600,295.04,76.0,1023.0,0.0,T
417,2013,323,2000,290.47,65.0,1015.0,1.0,F
418,2016,297,2200,292.98,68.0,963.0,1.0,F
419,2012,293,1200,294.44,64.0,1014.0,2.0,F
420,2015,205,1400,293.94,88.0,1018.0,0.0,F
421,2013,259,1600,295.36,81.0,1008.0,1.0,F
422,2014,154,900,288.11,68.0,1010.0,0.0,T
423,2015,128,400,281.75,81.0,1024.0,1.0,F
424,2014,286,1400,284.28,51.0,1028.0,1.0,T
425,2015,174,1200,291.26,68.0,1026.0,0.0,T
426,2015,273,800,292.95,78.0,1011.0,1.0,F
427,2013,317,2100,304.42,14.0,1013.0,1.0,F
428,2013,239,1500,297.19,71.0,1023.0,0.0,T
429,2012,293,2200,298.49,47.0,1016.0,0.0,F
430,2016,280,1000,276.49,69.0,959.0,0.0,F
431,2014,309,700,278.89,42.0,1034.0,1.0,F
432,2014,73,1000,284.09,87.0,1017.0,0.0,F
433,2016,263,900,293.52,79.0,1012.0,0.0,F
434,2015,230,1100,293.57,88.0,1013.0,0.0,T
435,2017,244,2100,310.61,41.0,1008.0,3.0,F
436,2015,285,2300,305.89,30.0,1012.0,1.0,F
437,2017,1,1800,281.81,81.0,1014.0,3.0,F
438,2017,101,1300,284.48,71.0,1016.0,0.0,F
439,2015,306,0,299.54,72.0,1014.0,3.0,F
440,2014,38,500,283.78,87.0,1016.0,2.0,F
441,2016,78,400,290.01,93.0,1013.0,3.0,F
442,2017,264,1800,293.2,60.0,1011.0,4.0,F
