,year,doy,hourmin,temperature,humidity,pressure,wind,firecount
5109,2014,333,1300,276.46,76.0,1024.0,1.0,F
5482,2014,31,1600,285.21,94.0,1015.0,0.0,F
3636,2013,298,1100,280.22,86.0,1030.0,0.0,F
444,2014,306,500,279.66,89.0,1027.0,0.0,F
5362,2013,244,1400,296.15,74.0,1026.0,0.0,F
4940,2017,330,300,291.99,100.0,1017.0,1.0,F
4918,2013,132,800,289.49,80.0,1016.0,0.0,F
2437,2014,103,2200,291.69,59.0,1015.0,1.0,F
1999,2015,4,1700,280.6,44.0,1042.0,1.0,F
4426,2015,61,200,281.21,96.0,1026.0,0.0,F
4588,2012,321,800,285.1,40.0,998.0,0.0,F
5260,2013,354,1800,285.41,73.0,1011.0,0.0,F
565,2017,319,400,291.28,68.0,1016.0,0.0,F
5051,2015,290,1900,298.88,61.0,1014.0,5.0,F
1773,2013,36,400,287.61,67.0,1017.0,0.0,F
3975,2014,58,2200,291.96,60.0,1014.0,2.0,F
1962,2015,3,1100,268.35,74.0,1035.0,1.0,F
2260,2013,268,1600,292.14,64.0,1010.0,1.0,F
3229,2016,222,900,291.98,80.0,1009.0,0.0,F
3588,2015,83,1700,287.62,57.0,1032.0,1.0,F
5345,2017,322,2300,297.39,33.0,1018.0,1.0,F
4863,2013,57,1500,280.35,39.0,1023.0,0.0,F
2987,2016,340,1100,282.14,100.0,1015.0,0.0,F
1867,2013,92,1300,285.04,95.0,1018.0,0.0,F
541,2015,122,100,298.11,23.0,1024.0,1.0,F
2507,2014,91,100,288.29,59.0,1015.0,2.0,F
5869,2014,264,500,289.18,84.0,1026.0,0.0,F
4087,2017,149,1600,289.02,82.0,1014.0,0.0,F
3214,2017,312,1000,288.53,82.0,1019.0,1.0,F
4355,2015,239,200,302.44,33.0,1013.0,3.0,F
1451,2013,344,1900,287.65,17.0,1021.0,1.0,F
4615,2016,292,2000,295.63,46.0,959.0,1.0,F
1309,2014,328,1700,283.68,41.0,1038.0,1.0,F
2176,2014,277,700,288.19,39.0,1028.0,1.0,F
530,2016,130,2100,293.53,63.0,1015.0,1.0,F
5735,2012,286,100,292.89,60.0,1013.0,3.0,F
2077,2015,264,1900,302.86,61.0,1010.0,5.0,F
3886,2016,198,100,302.48,35.0,959.0,1.0,F
